,age,gender,height_cm,weight_kg,body fat_%
697,33.0,M,169.3,71.1,20.0
698,30.0,M,172.9,82.7,24.9
699,56.0,M,168.9,72.28,21.6
700,29.0,M,187.0,85.3,14.6
701,36.0,M,167.9,65.5,18.7
702,47.0,F,158.2,55.9,27.14
703,64.0,F,153.3,66.3,38.5
704,55.0,M,172.9,67.5,18.7
705,27.0,F,151.5,49.8,31.1
706,38.0,F,166.6,64.6,20.3
707,24.0,M,174.8,72.4,11.6
708,41.0,F,165.2,67.5,30.4
709,58.0,F,157.8,57.6,32.0
710,28.0,M,178.0,82.2,29.3
711,23.0,F,163.1,55.2,32.3
712,58.0,M,168.7,76.1,27.5
713,21.0,F,158.0,52.4,30.9
714,34.0,M,171.1,68.4,18.5
715,50.0,M,177.8,86.3,26.3
716,62.0,F,149.1,60.0,37.1
717,27.0,M,174.5,76.8,14.6
718,52.0,M,145.8,58.6,45.8
719,44.0,F,155.0,62.0,31.8
720,23.0,F,168.8,59.3,18.7
721,59.0,M,170.8,72.3,24.2
722,24.0,M,181.4,86.8,19.3
723,28.0,M,178.0,83.46,19.4
724,60.0,F,169.3,61.3,26.1
725,41.0,M,176.0,78.4,22.8
726,60.0,M,164.7,55.8,17.7
727,57.0,F,154.3,62.7,30.2
728,23.0,F,165.9,55.5,26.9
729,33.0,M,172.7,66.1,18.3
730,37.0,F,167.8,70.0,35.6
731,63.0,M,167.6,57.5,15.0
732,26.0,M,172.1,73.0,17.8
733,26.0,F,170.4,66.8,24.3
734,63.0,F,150.2,51.9,37.4
735,21.0,M,177.6,74.5,78.4
736,57.0,M,175.5,82.3,25.4
737,26.0,M,172.0,76.7,29.2
738,50.0,M,173.6,68.9,22.3
739,43.0,F,159.9,56.4,25.8
740,61.0,M,177.8,78.1,15.1
741,21.0,M,172.5,71.3,20.6
742,56.0,M,167.3,54.7,18.7
743,39.0,M,178.3,80.3,21.0
744,61.0,M,159.4,56.3,25.2
745,26.0,F,158.2,60.9,32.5
746,25.0,M,171.9,80.5,29.0
747,29.0,F,162.5,57.2,33.5
748,25.0,F,159.0,50.3,20.1
749,45.0,F,159.0,50.1,16.0
750,27.0,M,176.0,70.8,16.7
751,27.0,F,168.1,72.7,33.7
752,26.0,M,176.1,73.7,18.1
753,50.0,M,165.5,71.6,19.5
754,22.0,M,170.3,63.1,16.9
755,35.0,M,168.1,67.6,11.1
756,27.0,M,171.0,63.5,14.7
757,24.0,M,170.2,79.7,13.2
758,25.0,M,162.9,60.3,27.4
759,21.0,M,171.9,61.4,17.6
760,64.0,M,163.4,62.1,27.3
761,21.0,M,179.1,70.5,12.0
762,60.0,F,153.2,50.2,32.6
763,52.0,M,169.3,68.8,23.5
764,35.0,M,173.7,68.5,23.2
765,35.0,M,169.7,97.26,33.6
766,58.0,M,177.4,73.2,15.8
767,41.0,M,170.2,85.4,21.3
768,23.0,M,182.8,88.8,28.8
769,47.0,M,176.5,77.0,15.9
770,30.0,M,180.3,89.2,16.8
771,62.0,F,162.8,58.2,23.8
772,48.0,M,179.2,79.7,27.3
773,57.0,F,160.4,62.4,32.7
774,32.0,M,175.7,61.3,19.6
775,30.0,M,167.2,60.6,22.3
776,23.0,M,168.7,61.0,12.1
777,23.0,M,179.6,67.6,17.0
778,61.0,M,177.5,68.4,21.3
779,53.0,F,163.9,60.8,35.0
780,27.0,F,163.2,53.8,23.3
781,47.0,F,164.7,55.3,28.0
782,47.0,F,159.9,52.0,25.2
783,34.0,M,175.6,89.5,25.9
784,27.0,M,173.6,69.2,9.0
785,21.0,F,152.5,47.0,36.9
786,22.0,M,187.0,101.3,26.3
787,21.0,F,160.7,49.6,28.4
788,38.0,M,176.6,69.1,11.4
789,32.0,M,176.1,75.5,18.4
790,54.0,F,156.8,60.6,30.2
791,23.0,F,155.8,50.4,26.3
792,26.0,M,176.3,75.02,15.5
793,22.0,F,170.8,66.5,32.6
794,61.0,M,167.0,62.92,19.5
795,32.0,M,179.3,86.0,23.5
796,48.0,M,175.0,84.3,29.2
797,37.0,F,161.2,53.6,30.5
798,34.0,M,169.4,77.1,22.8
799,26.0,F,165.3,55.4,26.8
800,45.0,F,149.0,45.9,30.3
801,21.0,M,174.4,72.8,17.7
802,30.0,F,161.9,67.9,16.5
803,48.0,M,168.1,68.0,29.3
804,29.0,F,163.0,58.9,28.6
805,58.0,F,160.2,57.2,42.5
806,39.0,F,159.8,53.7,26.3
807,26.0,M,183.0,71.1,15.4
808,26.0,F,160.7,70.4,38.1
809,39.0,M,173.9,65.5,11.1
810,26.0,M,186.0,79.3,23.5
811,21.0,M,178.7,65.4,11.4
812,21.0,M,172.8,79.5,20.5
813,43.0,M,175.0,69.5,15.1
814,33.0,M,184.5,108.3,30.2
815,28.0,M,172.0,68.6,14.8
816,30.0,M,179.0,68.8,12.3
817,61.0,F,159.6,63.1,32.3
818,26.0,M,183.3,77.7,18.3
819,44.0,F,156.3,62.1,35.2
820,54.0,M,174.4,74.4,23.7
821,31.0,M,168.1,74.4,25.0
822,51.0,M,166.1,70.9,25.4
823,59.0,M,178.9,83.6,20.5
824,27.0,M,182.6,74.42,19.4
825,42.0,F,158.1,62.1,29.1
826,21.0,F,172.9,68.36,34.0
827,59.0,F,153.4,53.3,25.0
828,27.0,M,178.8,66.4,11.2
829,21.0,M,172.6,71.7,13.4
830,22.0,F,165.3,51.5,22.8
831,28.0,F,165.0,76.5,21.7
832,23.0,M,172.5,67.5,17.9
833,27.0,M,176.5,70.0,15.1
834,26.0,M,179.9,82.5,18.4
835,56.0,F,159.5,53.9,31.3
836,22.0,F,158.9,52.6,29.6
837,49.0,M,167.7,72.0,24.9
838,24.0,F,161.1,48.1,21.8
839,39.0,M,171.8,70.1,18.7
840,23.0,M,183.2,74.4,9.5
841,21.0,M,177.2,70.4,21.1
842,57.0,M,169.9,69.5,18.3
843,21.0,M,175.3,80.3,13.8
844,60.0,F,157.5,59.4,29.0
845,44.0,M,185.3,82.7,19.0
846,21.0,M,169.5,76.0,27.8
847,26.0,F,168.5,57.58,26.0
848,24.0,M,161.1,53.7,6.9
849,48.0,F,170.1,83.5,37.5
850,63.0,M,163.4,56.64,20.4
851,25.0,M,180.9,91.2,23.4
852,49.0,M,171.3,71.9,19.4
853,60.0,M,170.0,74.8,26.9
854,28.0,M,179.7,74.1,19.1
855,21.0,M,171.2,65.5,20.4
856,23.0,M,179.0,86.9,20.1
857,38.0,M,177.0,75.0,13.9
858,28.0,M,181.9,78.4,7.8
859,23.0,F,163.6,54.7,28.3
860,21.0,F,169.5,83.7,42.9
861,45.0,M,180.9,78.6,18.4
862,24.0,F,163.7,53.4,27.5
863,27.0,M,174.0,70.5,18.0
864,58.0,F,150.4,60.8,31.8
865,31.0,M,174.2,83.3,13.3
866,23.0,M,167.0,59.6,9.5
867,29.0,M,182.0,77.2,19.0
868,22.0,M,183.0,78.3,17.5
869,44.0,F,159.7,58.8,32.6
870,21.0,M,183.3,76.5,13.8
871,23.0,F,168.1,55.9,26.3
872,56.0,M,178.0,71.9,17.6
873,24.0,F,165.7,58.2,24.5
874,23.0,M,175.3,77.5,20.1
875,58.0,M,168.6,100.4,30.3
876,48.0,M,172.0,75.0,38.2
877,21.0,M,183.0,67.0,14.9
878,26.0,M,179.9,83.4,17.5
879,63.0,M,167.2,73.3,24.4
880,25.0,M,179.7,79.0,14.8
881,32.0,M,170.3,66.3,9.3
882,59.0,F,152.6,61.5,36.1
883,36.0,M,179.1,72.3,16.3
884,40.0,M,183.7,97.7,32.6
885,29.0,M,170.5,68.4,13.5
886,27.0,M,171.8,70.4,17.1
887,24.0,F,166.6,50.5,17.7
888,33.0,F,163.7,49.1,25.8
889,49.0,M,176.9,73.2,17.9
890,32.0,M,191.4,93.3,14.6
891,57.0,F,155.4,53.8,23.7
892,28.0,M,178.8,68.3,17.4
893,52.0,M,174.0,73.2,22.2
894,28.0,F,162.8,56.8,27.9
895,44.0,F,164.5,63.6,28.3
896,21.0,F,162.0,48.3,21.3
897,58.0,M,170.0,79.8,25.5
898,27.0,M,171.8,75.1,24.9
899,64.0,M,166.2,62.5,23.5
900,25.0,M,172.0,65.9,18.6
901,28.0,F,171.5,64.0,18.5
902,48.0,F,151.3,49.4,27.3
903,62.0,M,167.8,65.42,25.5
904,33.0,M,179.5,79.5,7.9
905,34.0,M,180.7,84.9,22.8
906,60.0,M,173.5,75.2,19.9
907,25.0,M,168.8,87.3,20.6
908,25.0,M,175.2,73.9,11.0
909,21.0,F,167.7,61.1,28.3
910,37.0,F,166.4,58.2,24.4
911,25.0,M,173.4,72.32,18.7
912,51.0,M,165.7,58.1,17.9
913,22.0,F,164.6,54.1,27.6
914,51.0,M,163.1,67.7,23.6
915,31.0,M,172.2,64.1,15.7
916,24.0,F,160.4,52.2,26.2
917,61.0,M,169.0,72.4,26.7
918,26.0,M,177.8,71.0,17.5
919,40.0,M,173.8,73.2,12.0
920,37.0,M,178.8,86.1,22.1
921,21.0,F,160.6,53.0,23.4
922,44.0,F,162.3,55.1,26.8
923,32.0,M,179.8,81.9,23.9
924,27.0,M,177.0,69.48,13.9
925,21.0,F,148.0,43.7,19.3
926,30.0,M,162.1,62.0,21.0
927,21.0,M,173.6,69.12,16.1
928,28.0,M,172.0,74.86,28.0
929,64.0,F,156.0,62.2,33.2
930,55.0,M,169.6,71.8,18.5
931,39.0,M,182.7,80.0,17.2
932,33.0,F,165.2,61.9,29.9
933,28.0,M,187.7,84.6,10.2
934,29.0,M,179.8,76.44,11.8
935,21.0,F,158.5,51.9,18.0
936,21.0,F,157.7,45.54,17.7
937,43.0,F,162.0,72.3,40.5
938,35.0,M,180.6,78.0,23.9
939,28.0,M,178.3,76.8,3.0
940,22.0,M,180.2,68.4,13.8
941,45.0,M,173.8,70.0,13.7
942,22.0,F,170.2,61.3,25.4
943,62.0,F,150.3,57.4,41.1
944,62.0,M,163.8,68.6,24.7
945,23.0,M,181.8,78.9,18.3
946,26.0,M,171.0,69.2,16.6
947,64.0,M,176.1,81.1,23.8
948,22.0,F,167.9,54.9,20.2
949,43.0,M,168.9,79.6,19.1
950,27.0,F,164.7,68.1,38.6
951,21.0,F,163.7,51.2,21.6
952,21.0,M,180.4,89.1,21.1
953,36.0,F,161.4,54.3,30.8
954,50.0,M,168.2,73.4,26.9
955,21.0,M,177.6,85.8,21.4
956,56.0,F,152.0,49.0,35.0
957,34.0,M,170.4,64.8,16.9
958,45.0,M,179.4,78.6,22.8
959,57.0,F,163.3,65.1,31.7
960,22.0,F,158.4,63.2,35.8
961,25.0,F,163.4,54.9,26.3
962,59.0,F,161.4,53.2,29.0
963,28.0,M,161.5,52.1,33.2
964,28.0,F,158.7,57.1,35.7
965,28.0,F,165.1,53.4,23.3
966,21.0,F,171.5,52.5,22.7
967,48.0,M,169.3,60.7,12.8
968,26.0,F,167.0,75.0,27.6
969,60.0,M,171.7,59.3,24.0
970,63.0,M,168.2,70.64,27.0
971,32.0,M,181.0,78.8,17.6
972,25.0,F,162.9,61.0,26.4
973,60.0,M,168.3,66.58,22.3
974,25.0,M,178.0,67.0,18.2
975,39.0,F,161.2,49.2,21.2
976,37.0,M,175.3,88.2,26.7
977,26.0,F,163.6,60.4,35.6
978,41.0,M,169.0,76.1,19.1
979,30.0,M,172.4,96.7,35.1
980,26.0,F,153.5,59.7,40.2
981,33.0,F,166.2,57.4,23.7
982,39.0,M,174.9,68.8,24.9
983,43.0,F,167.0,55.6,25.7
984,60.0,M,167.0,69.7,17.2
985,57.0,M,162.1,54.0,9.0
986,48.0,F,157.8,59.1,36.5
987,38.0,M,166.7,70.4,29.9
988,33.0,M,174.7,76.0,19.7
989,23.0,F,159.5,65.6,33.8
990,25.0,F,167.0,51.2,23.9
991,42.0,M,168.7,68.5,27.7
992,31.0,M,170.9,73.5,21.7
993,63.0,M,168.2,77.3,34.2
994,30.0,M,179.7,75.7,22.8
995,39.0,M,167.0,69.1,19.4
996,28.0,M,176.2,70.0,23.6
997,30.0,M,173.5,70.7,18.6
998,49.0,M,174.8,74.5,21.7
999,29.0,F,164.9,53.0,20.3
1000,39.0,M,169.5,69.1,17.2
1001,21.0,F,159.6,65.9,33.8
1002,24.0,F,166.2,55.2,29.2
1003,23.0,M,174.2,68.2,19.4
1004,31.0,M,183.4,89.9,20.6
1005,51.0,M,165.5,74.7,26.3
1006,30.0,M,182.5,94.4,27.8
1007,29.0,M,182.1,100.3,24.61084
1008,27.0,M,179.2,86.6,23.8
1009,34.0,M,174.5,74.4,24.3
1010,46.0,M,171.7,60.8,19.0
1011,37.0,M,172.2,66.9,17.6
1012,36.0,M,175.9,71.3,23.4
1013,21.0,F,164.5,54.02,24.7
1014,59.0,M,169.3,72.0,20.2
1015,53.0,M,185.6,92.1,22.8
1016,61.0,F,159.5,54.68,32.3
1017,61.0,F,152.4,51.2,30.5
1018,35.0,F,161.5,48.3,21.8
1019,31.0,M,178.8,84.9,24.3
1020,36.0,M,178.1,74.7,22.2
1021,28.0,F,163.7,51.4,21.5
1022,21.0,M,168.4,71.0,22.3
1023,29.0,F,150.3,54.5,29.3
1024,22.0,F,170.6,68.1,28.9
1025,22.0,M,168.6,73.9,23.4
1026,56.0,F,172.0,60.0,19.5
1027,21.0,M,171.4,67.0,23.1
1028,36.0,M,178.2,69.9,22.4
1029,22.0,M,170.4,63.3,13.1
1030,61.0,M,166.0,66.4,24.5
1031,27.0,M,174.0,64.9,16.5
1032,41.0,F,168.1,62.5,25.5
1033,36.0,M,170.1,68.68,22.0
1034,32.0,M,170.7,90.5,36.2
1035,54.0,F,169.0,64.4,32.5
1036,23.0,M,177.0,73.52,15.7
1037,27.0,M,176.5,80.66,16.5
1038,21.0,M,172.0,74.3,16.6
1039,60.0,M,161.3,68.2,23.3
1040,36.0,M,178.6,98.3,31.7
1041,41.0,M,181.3,79.2,22.4
1042,47.0,F,152.4,62.4,34.8
1043,22.0,M,169.3,76.0,23.5
1044,31.0,M,172.6,88.4,23.1
1045,30.0,F,170.4,61.1,21.9
1046,46.0,F,159.1,52.9,32.5
1047,24.0,M,169.3,65.4,20.4
1048,52.0,F,160.7,74.1,31.8
1049,61.0,F,150.7,55.0,33.3
1050,22.0,M,178.6,83.5,20.3
1051,36.0,F,158.2,64.3,33.6
1052,54.0,M,171.5,78.2,24.0
1053,21.0,M,177.0,87.5,23.8
1054,58.0,M,172.7,70.56,20.8
1055,60.0,M,163.4,75.9,34.2
1056,28.0,F,168.5,56.2,22.0
1057,28.0,M,178.4,77.9,27.5
1058,36.0,M,176.0,80.9,31.7
1059,31.0,M,167.0,69.7,29.4
1060,64.0,M,169.9,73.8,23.1
1061,24.0,M,170.7,89.7,34.3
1062,22.0,M,180.7,71.8,18.8
1063,58.0,F,156.4,59.5,30.2
1064,23.0,F,153.6,45.3,28.9
1065,30.0,M,176.2,83.9,19.4
1066,46.0,M,173.3,69.3,21.9
1067,46.0,M,171.9,64.8,25.9
1068,61.0,M,175.4,71.2,20.2
1069,28.0,M,182.0,78.0,9.8
1070,29.0,F,171.0,71.8,33.2
1071,24.0,F,155.6,55.9,31.4
1072,25.0,M,170.6,60.02,17.1
1073,23.0,M,174.6,70.3,13.3
1074,56.0,M,172.3,71.7,18.9
1075,35.0,F,163.8,63.2,31.3
1076,50.0,M,179.1,102.2,30.5
1077,62.0,M,171.0,72.3,23.0
1078,21.0,F,167.4,64.62,32.1
1079,21.0,F,158.1,56.3,27.0
1080,22.0,M,178.2,75.7,17.2
1081,37.0,F,148.7,38.1,22.8
1082,29.0,M,169.7,75.2,23.0
1083,27.0,F,164.0,53.0,22.0
1084,25.0,F,168.6,55.0,19.8
1085,39.0,M,178.1,82.3,24.8
1086,33.0,M,174.0,93.5,37.8
1087,53.0,M,168.6,65.3,21.3
1088,23.0,F,157.6,57.3,26.4
1089,63.0,M,166.3,72.8,25.9
1090,22.0,M,171.5,83.5,22.9
1091,21.0,M,180.0,73.4,20.1
1092,52.0,M,166.8,71.3,25.4
1093,53.0,M,173.4,69.8,21.7
1094,23.0,M,176.5,66.6,21.7
1095,56.0,F,164.4,57.9,34.9
1096,34.0,M,170.8,84.4,31.4
1097,58.0,M,168.1,67.2,18.7
1098,45.0,M,175.0,79.1,20.2
1099,33.0,F,168.0,77.6,36.9
1100,22.0,F,152.6,47.6,20.9
1101,60.0,M,172.6,65.2,19.6
1102,64.0,M,155.6,59.0,28.8
1103,55.0,F,156.4,54.3,27.5
1104,57.0,M,171.9,78.1,24.7
1105,61.0,M,160.7,58.9,19.1
1106,26.0,F,157.2,48.32,17.5
1107,41.0,F,154.2,46.5,23.8
1108,35.0,M,183.2,91.5,22.4
1109,52.0,F,153.1,46.4,26.2
1110,29.0,M,172.6,68.5,15.7
1111,23.0,M,171.5,67.7,9.6
1112,37.0,M,176.9,79.6,28.2
1113,24.0,F,163.2,55.7,28.5
1114,61.0,M,167.9,77.1,27.9
1115,49.0,F,158.3,54.0,23.5
1116,28.0,M,174.3,74.9,19.8
1117,38.0,M,171.6,67.16,11.8
1118,60.0,F,148.5,55.0,32.0
1119,29.0,M,172.5,72.7,26.1
1120,39.0,M,174.0,82.1,24.0
1121,64.0,F,157.0,56.7,30.3
1122,22.0,M,177.7,76.0,23.8
1123,57.0,M,171.7,73.8,24.6
1124,31.0,M,178.3,80.8,19.9
1125,21.0,M,180.4,73.9,26.2
1126,36.0,M,178.5,79.1,23.3
1127,29.0,F,153.2,53.3,22.1
1128,38.0,F,159.0,49.5,15.8
1129,61.0,F,160.0,69.2,39.0
1130,22.0,M,171.0,67.9,15.5
1131,56.0,M,177.3,74.0,19.9
1132,23.0,F,166.1,67.2,35.8
1133,42.0,F,163.3,53.7,33.0
1134,41.0,F,169.1,62.22,26.3
1135,28.0,M,165.5,64.9,16.9
1136,48.0,M,178.1,89.7,27.5
1137,35.0,F,162.4,47.8,24.43834
1138,51.0,M,174.0,75.0,20.3
1139,33.0,M,179.4,81.5,22.5
1140,48.0,F,166.5,64.4,23.3
1141,24.0,M,175.2,88.98,22.5
1142,31.0,F,160.7,77.2,38.4
1143,26.0,M,167.4,75.4,31.7
1144,28.0,M,187.2,100.6,23.6
1145,27.0,M,174.2,84.3,30.8
1146,28.0,M,172.5,63.7,6.0
1147,21.0,F,156.4,48.7,27.8
1148,21.0,M,186.1,91.0,22.1
1149,23.0,F,166.0,79.5,34.0
1150,55.0,M,165.3,72.16,14.1
1151,54.0,M,177.4,88.3,22.6
1152,64.0,M,163.4,64.1,21.8
1153,26.0,M,170.8,68.2,15.5
1154,42.0,F,161.3,61.0,35.6
1155,32.0,F,160.6,50.9,22.4
1156,22.0,M,176.4,60.1,12.1
1157,25.0,M,178.6,74.0,12.8
1158,35.0,F,158.1,65.26,38.8
1159,28.0,M,172.6,78.1,20.7
1160,27.0,F,160.2,61.3,26.9
1161,24.0,F,171.8,53.9,20.1
1162,21.0,M,163.3,49.2,13.9
1163,54.0,M,165.0,60.9,15.0
1164,32.0,M,170.2,69.5,26.1
1165,53.0,F,154.4,52.1,31.6
1166,41.0,M,162.9,62.1,22.0
1167,58.0,F,154.1,60.2,37.4
1168,27.0,F,166.1,52.6,20.8
1169,55.0,M,173.7,75.7,18.6
1170,37.0,M,177.7,71.6,11.4
1171,21.0,M,171.4,84.3,24.5
1172,22.0,F,161.6,61.3,19.2
1173,38.0,F,158.8,50.8,34.7
1174,44.0,M,172.3,70.1,24.5
1175,51.0,M,171.5,62.2,15.9
1176,41.0,F,160.7,60.8,32.3
1177,59.0,M,170.7,64.4,9.485012
1178,62.0,M,171.9,64.3,17.3
1179,27.0,M,175.1,68.7,17.2
1180,27.0,M,180.6,77.46,7.6
1181,21.0,M,169.0,81.2,28.0
1182,44.0,M,164.3,36.5,19.3
1183,60.0,F,165.3,68.6,32.1
1184,34.0,M,168.5,87.1,29.4
1185,43.0,M,182.5,66.2,11.0
1186,21.0,M,176.9,60.7,21.9
1187,35.0,F,157.5,51.0,28.2
1188,37.0,M,170.0,73.1,14.9
1189,59.0,M,168.1,71.1,17.2
1190,24.0,M,166.5,66.3,22.7
1191,29.0,M,174.7,79.0,19.0
1192,40.0,M,179.4,119.6,32.6
1193,22.0,M,175.1,75.3,29.4
1194,37.0,F,155.9,53.5,31.2
1195,60.0,M,174.5,71.2,16.6
1196,25.0,M,175.3,82.1,17.5
1197,33.0,M,168.9,69.9,20.3
1198,64.0,M,157.5,61.4,35.2
1199,37.0,M,178.2,70.0,15.8
1200,32.0,F,171.0,67.8,28.3
1201,24.0,M,176.9,76.0,11.7
1202,24.0,F,161.7,61.5,27.5
1203,21.0,M,184.9,72.4,18.2
1204,22.0,F,165.0,63.86,35.3
1205,26.0,M,178.0,70.5,11.9
1206,60.0,F,158.9,59.4,32.9
1207,22.0,M,174.3,66.9,15.1
1208,28.0,M,175.2,72.8,21.3
1209,26.0,M,170.5,86.7,33.1
1210,33.0,M,174.2,72.8,13.2
1211,21.0,M,175.4,72.4,24.5
1212,21.0,M,172.6,50.2,13.0
1213,42.0,M,176.9,69.5,20.0
1214,23.0,F,161.7,56.7,25.8
1215,29.0,F,167.9,65.2,22.5
1216,35.0,M,183.1,70.8,12.0
1217,27.0,M,168.3,66.5,13.9
1218,47.0,M,176.0,71.6,16.1
1219,62.0,F,158.7,53.1,25.5
1220,63.0,M,166.9,56.3,24.6
1221,25.0,M,179.1,87.3,30.3
1222,27.0,F,172.4,63.9,18.0
1223,36.0,M,171.0,69.4,9.2
1224,21.0,F,167.1,62.3,30.3
1225,59.0,F,153.8,54.0,27.3
1226,37.0,M,180.1,76.4,19.4
1227,28.0,F,159.1,58.4,29.5
1228,43.0,M,170.0,69.3,16.9
1229,28.0,M,175.3,85.2,21.0
1230,61.0,M,171.7,71.4,25.9
1231,22.0,F,162.4,67.8,28.6
1232,43.0,M,168.0,60.7,18.2
1233,58.0,F,159.5,67.32,36.0
1234,22.0,M,181.4,77.4,11.2
1235,31.0,F,163.8,53.1,30.5
1236,44.0,M,177.5,84.2,28.0
1237,23.0,F,166.1,62.6,25.0
1238,21.0,M,173.8,63.1,8.2
1239,62.0,F,151.3,48.4,24.3
1240,24.0,F,153.8,59.4,29.9
1241,29.0,M,175.0,73.6,15.8
1242,46.0,M,173.0,72.6,22.8
1243,21.0,F,161.6,59.1,32.7
1244,39.0,M,178.1,67.3,20.9
1245,43.0,F,165.6,60.4,27.1
1246,22.0,M,179.7,67.98,14.8
1247,39.0,M,180.8,85.9,23.4
1248,25.0,M,167.6,59.6,19.0
1249,26.0,M,177.1,77.9,18.4
1250,30.0,M,173.3,59.0,10.4
1251,56.0,F,152.4,50.5,31.1
1252,23.0,M,175.0,93.5,35.7
1253,22.0,F,168.2,56.2,19.45304
1254,47.0,M,174.9,76.3,23.2
1255,53.0,M,169.7,73.9,32.7
1256,32.0,M,177.2,85.28,16.8
1257,48.0,F,161.4,51.9,19.0
1258,52.0,F,155.9,48.7,27.7
1259,25.0,F,169.6,58.3,29.0
1260,52.0,F,164.1,63.1,30.9
1261,48.0,M,164.4,82.4,34.8
1262,56.0,M,163.5,70.3,29.7
1263,22.0,M,172.6,66.5,11.9
1264,56.0,F,149.8,55.3,38.4
1265,35.0,F,169.9,73.7,33.9
1266,31.0,M,181.0,74.9,16.8
1267,25.0,M,181.2,70.1,23.8
1268,39.0,M,170.7,108.8,35.3
1269,25.0,M,174.8,67.5,13.3
1270,21.0,M,163.0,61.7,20.0
1271,49.0,M,166.5,61.4,19.9
1272,44.0,F,166.5,58.5,24.0
1273,24.0,F,166.9,56.1,32.7
1274,47.0,F,156.1,63.4,29.5
1275,21.0,M,178.8,78.9,18.0
1276,29.0,M,176.0,77.6,19.5
1277,21.0,F,155.4,66.1,38.5
1278,23.0,M,170.8,60.3,11.5
1279,22.0,M,168.8,60.7,16.0
1280,28.0,M,176.4,86.0,9.3
1281,57.0,M,159.0,62.7,28.4
1282,26.0,F,169.6,59.4,22.4
1283,39.0,M,174.2,77.1,18.3
1284,25.0,F,159.9,45.7,24.1
1285,21.0,M,173.3,61.7,16.4
1286,51.0,F,163.3,51.34,30.5
1287,51.0,F,161.0,66.0,30.4
1288,57.0,F,148.0,54.0,33.6
1289,42.0,M,169.8,78.6,17.2
1290,31.0,M,171.2,64.1,21.9
1291,61.0,M,171.6,79.1,31.5
1292,26.0,M,179.7,78.2,16.2
1293,26.0,M,174.2,64.5,12.5
1294,54.0,M,172.0,69.2,18.9
1295,43.0,M,175.1,74.4,18.8
1296,24.0,F,171.4,57.5,24.9
1297,58.0,M,165.0,61.6,19.0
1298,39.0,F,163.7,59.6,33.3
1299,25.0,F,162.8,57.9,33.6
1300,32.0,M,171.5,73.2,17.4
1301,29.0,F,158.5,51.3,25.0
1302,37.0,F,155.3,48.3,26.5
1303,21.0,F,160.6,57.2,24.0
1304,34.0,M,160.0,61.3,25.6
1305,21.0,M,178.5,73.2,17.1
1306,23.0,M,170.3,76.92,23.0
1307,47.0,F,163.7,56.8,30.0
1308,38.0,M,175.4,76.9,22.1
1309,21.0,M,171.1,83.0,25.8
1310,61.0,F,151.1,47.8,29.9
1311,26.0,M,168.8,74.8,24.5
1312,51.0,F,157.0,47.8,27.4
1313,29.0,M,175.9,66.1,21.1
1314,29.0,M,175.0,83.8,17.2
1315,22.0,M,175.7,69.1,8.6
1316,43.0,M,180.2,77.6,16.5
1317,54.0,M,171.8,65.6,19.7
1318,36.0,M,177.8,89.7,21.4
1319,39.0,M,181.9,95.0,16.9
1320,37.0,M,175.2,73.5,24.2
1321,34.0,M,172.2,93.4,30.9
1322,36.0,M,170.7,71.6,24.5
1323,25.0,M,168.7,76.2,27.7
1324,23.0,F,166.3,53.9,28.1
1325,44.0,F,156.9,53.9,24.6
1326,53.0,M,177.3,88.48,35.6
1327,30.0,F,163.6,56.3,13.9
1328,22.0,M,172.8,65.4,15.0
1329,55.0,F,158.4,58.1,33.1
1330,61.0,F,145.5,47.4,29.4
1331,35.0,M,167.7,68.8,14.8
1332,50.0,F,160.2,49.1,27.8
1333,49.0,F,157.6,46.9,22.8
1334,30.0,M,160.4,63.42,19.2
1335,55.0,F,151.0,51.4,32.5
1336,58.0,F,163.8,64.2,31.9
1337,25.0,F,163.9,56.5,26.0
1338,22.0,F,164.4,52.4,29.1
1339,60.0,M,176.5,69.5,16.5
1340,28.0,M,175.1,69.6,24.0
1341,46.0,F,158.3,57.6,31.2
1342,27.0,F,161.0,51.9,26.2
1343,22.0,M,167.8,61.74,16.1
1344,25.0,F,166.7,58.5,31.3
1345,39.0,M,179.1,86.1,24.6
1346,41.0,M,172.0,71.02,21.3
1347,29.0,M,186.1,82.7,11.2
1348,27.0,M,180.9,82.3,23.2
1349,62.0,M,180.0,73.1,25.5
1350,47.0,M,176.1,80.2,22.8
1351,21.0,M,176.2,73.3,13.9
1352,41.0,M,172.0,68.3,15.1
1353,22.0,F,172.0,60.5,20.7
1354,22.0,M,185.2,71.7,8.3
1355,64.0,F,153.0,53.2,27.7
1356,22.0,F,160.6,48.2,18.0
1357,30.0,M,186.1,93.6,28.7
1358,33.0,F,159.5,48.7,19.1
1359,21.0,M,176.5,78.4,22.4
1360,47.0,M,176.4,95.9,18.9
1361,27.0,M,167.6,61.5,20.5
1362,35.0,M,170.0,61.9,16.0
1363,41.0,M,171.3,103.2,40.1
1364,29.0,M,179.0,83.4,25.2
1365,29.0,M,161.9,57.6,21.4
1366,45.0,M,170.5,72.3,30.2
1367,27.0,F,172.7,72.8,28.9
1368,25.0,M,172.4,79.6,14.8
1369,46.0,F,168.5,57.0,28.0
1370,21.0,M,185.3,72.0,16.0
1371,25.0,F,156.0,50.0,18.2
1372,28.0,M,175.5,73.3,17.8
1373,25.0,M,174.0,73.96,21.8
1374,26.0,F,159.1,55.3,27.9
1375,24.0,M,170.0,75.6,20.0
